final_eval_af_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_et_accuracy,final_eval_eu_accuracy,final_eval_fa_accuracy,final_eval_fi_accuracy,final_eval_fr_accuracy,final_eval_he_accuracy,final_eval_hi_accuracy,final_eval_hu_accuracy,final_eval_id_accuracy,final_eval_it_accuracy,final_eval_ja_accuracy,final_eval_kk_accuracy,final_eval_ko_accuracy,final_eval_lt_accuracy,final_eval_mr_accuracy,final_eval_nl_accuracy,final_eval_pl_accuracy,final_eval_pt_accuracy,final_eval_ro_accuracy,final_eval_ru_accuracy,final_eval_ta_accuracy,final_eval_te_accuracy,final_eval_th_accuracy,final_eval_tl_accuracy,final_eval_tr_accuracy,final_eval_uk_accuracy,final_eval_ur_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_bam_accuracy,final_eval_ewe_accuracy,final_eval_fon_accuracy,final_eval_hau_accuracy,final_eval_ibo_accuracy,final_eval_kin_accuracy,final_eval_lug_accuracy,final_eval_luo_accuracy,final_eval_mos_accuracy,final_eval_nya_accuracy,final_eval_sna_accuracy,final_eval_swa_accuracy,final_eval_tsn_accuracy,final_eval_twi_accuracy,final_eval_wol_accuracy,final_eval_xho_accuracy,final_eval_yor_accuracy,final_eval_zul_accuracy,final_eval_same_accuracy,final_eval_avg_performance,exp,task,seeds,list_final_avg,p_val_xt_afri,p_val_xt_only,p_val_afri_only
88.67 \scriptsize $\pm$ 0.05,76.27 \scriptsize $\pm$ 0.25,89.80 \scriptsize $\pm$ 0.13,88.59 \scriptsize $\pm$ 0.24,88.61 \scriptsize $\pm$ 0.85,89.32 \scriptsize $\pm$ 0.18,88.26 \scriptsize $\pm$ 0.40,76.40 \scriptsize $\pm$ 0.82,75.94 \scriptsize $\pm$ 0.34,86.91 \scriptsize $\pm$ 0.34,87.20 \scriptsize $\pm$ 0.06,84.17 \scriptsize $\pm$ 0.99,71.44 \scriptsize $\pm$ 0.70,85.64 \scriptsize $\pm$ 0.85,86.47 \scriptsize $\pm$ 0.25,90.77 \scriptsize $\pm$ 0.10,53.25 \scriptsize $\pm$ 0.41,82.19 \scriptsize $\pm$ 0.16,64.78 \scriptsize $\pm$ 0.24,86.93 \scriptsize $\pm$ 0.10,84.93 \scriptsize $\pm$ 0.77,90.19 \scriptsize $\pm$ 0.20,85.53 \scriptsize $\pm$ 0.42,90.64 \scriptsize $\pm$ 0.12,85.99 \scriptsize $\pm$ 0.17,90.53 \scriptsize $\pm$ 0.26,77.53 \scriptsize $\pm$ 0.22,86.79 \scriptsize $\pm$ 0.21,68.40 \scriptsize $\pm$ 0.26,70.64 \scriptsize $\pm$ 0.46,78.26 \scriptsize $\pm$ 0.17,87.49 \scriptsize $\pm$ 0.28,66.52 \scriptsize $\pm$ 1.01,65.42 \scriptsize $\pm$ 0.66,74.57 \scriptsize $\pm$ 1.65,37.37 \scriptsize $\pm$ 4.01,36.35 \scriptsize $\pm$ 3.94,21.08 \scriptsize $\pm$ 3.57,49.98 \scriptsize $\pm$ 0.18,28.33 \scriptsize $\pm$ 2.47,36.06 \scriptsize $\pm$ 2.93,33.98 \scriptsize $\pm$ 3.06,29.67 \scriptsize $\pm$ 2.15,34.34 \scriptsize $\pm$ 2.63,33.37 \scriptsize $\pm$ 3.07,34.46 \scriptsize $\pm$ 3.02,58.56 \scriptsize $\pm$ 0.78,29.98 \scriptsize $\pm$ 1.87,25.25 \scriptsize $\pm$ 3.36,28.94 \scriptsize $\pm$ 3.40,42.72 \scriptsize $\pm$ 2.14,21.70 \scriptsize $\pm$ 1.27,42.74 \scriptsize $\pm$ 2.40,96.15 \scriptsize $\pm$ 0.03,66.04 \scriptsize $\pm$ 0.79,least_uriel_en_5,xtreme_r.udpos,"[42, 66, 17, 23]","[65.309779446952, 65.41063475256303, 66.80961273548948, 66.6252437637461]",0.0045301757493798386,0.008826928732410996,0.002570559780419775
89.15 \scriptsize $\pm$ 0.25,76.68 \scriptsize $\pm$ 1.16,89.99 \scriptsize $\pm$ 0.35,88.49 \scriptsize $\pm$ 0.38,88.67 \scriptsize $\pm$ 0.72,89.50 \scriptsize $\pm$ 0.29,88.35 \scriptsize $\pm$ 0.18,77.85 \scriptsize $\pm$ 0.88,75.54 \scriptsize $\pm$ 0.96,87.15 \scriptsize $\pm$ 0.38,86.66 \scriptsize $\pm$ 0.31,84.31 \scriptsize $\pm$ 0.66,72.66 \scriptsize $\pm$ 0.93,85.33 \scriptsize $\pm$ 0.63,86.31 \scriptsize $\pm$ 0.08,90.70 \scriptsize $\pm$ 0.26,55.16 \scriptsize $\pm$ 0.93,83.56 \scriptsize $\pm$ 0.40,64.72 \scriptsize $\pm$ 0.34,86.85 \scriptsize $\pm$ 0.18,85.59 \scriptsize $\pm$ 0.93,90.29 \scriptsize $\pm$ 0.12,85.37 \scriptsize $\pm$ 0.37,90.68 \scriptsize $\pm$ 0.21,85.53 \scriptsize $\pm$ 0.31,90.70 \scriptsize $\pm$ 0.24,78.17 \scriptsize $\pm$ 0.32,87.93 \scriptsize $\pm$ 0.16,68.32 \scriptsize $\pm$ 0.17,70.67 \scriptsize $\pm$ 0.54,78.87 \scriptsize $\pm$ 0.28,87.61 \scriptsize $\pm$ 0.51,67.92 \scriptsize $\pm$ 0.84,65.47 \scriptsize $\pm$ 0.13,74.04 \scriptsize $\pm$ 0.54,43.25 \scriptsize $\pm$ 2.54,37.37 \scriptsize $\pm$ 2.16,25.77 \scriptsize $\pm$ 2.43,50.68 \scriptsize $\pm$ 0.55,34.80 \scriptsize $\pm$ 0.81,36.84 \scriptsize $\pm$ 3.29,34.62 \scriptsize $\pm$ 4.07,31.99 \scriptsize $\pm$ 4.66,37.93 \scriptsize $\pm$ 1.27,32.68 \scriptsize $\pm$ 4.59,35.11 \scriptsize $\pm$ 5.33,59.24 \scriptsize $\pm$ 0.61,30.76 \scriptsize $\pm$ 2.75,30.60 \scriptsize $\pm$ 1.07,33.78 \scriptsize $\pm$ 2.32,43.12 \scriptsize $\pm$ 0.73,27.29 \scriptsize $\pm$ 1.95,43.16 \scriptsize $\pm$ 1.24,96.15 \scriptsize $\pm$ 0.02,67.04 \scriptsize $\pm$ 0.73,most_distinct_script_10,xtreme_r.udpos,"[42, 66, 17, 23]","[66.353365224529, 66.81742776599877, 66.91121068139834, 68.06398428450792]",0.00470734789034855,0.49915502034761117,0.006700763288067088
88.92 \scriptsize $\pm$ 0.36,76.31 \scriptsize $\pm$ 1.46,89.58 \scriptsize $\pm$ 0.43,88.58 \scriptsize $\pm$ 0.32,88.52 \scriptsize $\pm$ 0.83,89.32 \scriptsize $\pm$ 0.23,88.12 \scriptsize $\pm$ 0.46,76.92 \scriptsize $\pm$ 0.75,75.01 \scriptsize $\pm$ 1.18,86.96 \scriptsize $\pm$ 0.35,86.63 \scriptsize $\pm$ 0.21,83.87 \scriptsize $\pm$ 0.74,73.01 \scriptsize $\pm$ 1.26,85.03 \scriptsize $\pm$ 0.96,86.38 \scriptsize $\pm$ 0.32,90.66 \scriptsize $\pm$ 0.35,56.06 \scriptsize $\pm$ 1.68,83.55 \scriptsize $\pm$ 0.42,64.61 \scriptsize $\pm$ 0.36,86.92 \scriptsize $\pm$ 0.20,84.93 \scriptsize $\pm$ 0.97,90.32 \scriptsize $\pm$ 0.20,85.53 \scriptsize $\pm$ 0.86,90.86 \scriptsize $\pm$ 0.45,85.43 \scriptsize $\pm$ 0.95,90.63 \scriptsize $\pm$ 0.53,77.82 \scriptsize $\pm$ 0.34,87.38 \scriptsize $\pm$ 0.49,67.95 \scriptsize $\pm$ 0.40,70.75 \scriptsize $\pm$ 0.63,78.99 \scriptsize $\pm$ 0.16,87.30 \scriptsize $\pm$ 0.97,68.35 \scriptsize $\pm$ 1.07,65.33 \scriptsize $\pm$ 0.51,73.73 \scriptsize $\pm$ 1.20,41.74 \scriptsize $\pm$ 3.01,38.28 \scriptsize $\pm$ 4.14,26.93 \scriptsize $\pm$ 3.54,50.56 \scriptsize $\pm$ 0.64,33.95 \scriptsize $\pm$ 2.66,36.41 \scriptsize $\pm$ 3.57,34.52 \scriptsize $\pm$ 4.53,32.10 \scriptsize $\pm$ 3.93,38.02 \scriptsize $\pm$ 2.88,35.39 \scriptsize $\pm$ 4.79,35.40 \scriptsize $\pm$ 5.33,59.14 \scriptsize $\pm$ 0.57,31.03 \scriptsize $\pm$ 2.06,29.69 \scriptsize $\pm$ 2.60,34.58 \scriptsize $\pm$ 3.08,44.24 \scriptsize $\pm$ 1.01,27.74 \scriptsize $\pm$ 1.18,43.79 \scriptsize $\pm$ 2.23,96.19 \scriptsize $\pm$ 0.03,67.04 \scriptsize $\pm$ 0.92,most_distinct_script_18,xtreme_r.udpos,"[42, 66, 17, 23]","[65.94591759574604, 66.6005689321223, 67.77888276458351, 67.81965199659264]",0.01821548410853785,0.45815804168123614,0.009691464608801013
89.08 \scriptsize $\pm$ 0.31,77.74 \scriptsize $\pm$ 0.15,89.99 \scriptsize $\pm$ 0.07,88.58 \scriptsize $\pm$ 0.33,88.71 \scriptsize $\pm$ 0.62,89.35 \scriptsize $\pm$ 0.15,88.31 \scriptsize $\pm$ 0.60,78.08 \scriptsize $\pm$ 1.03,75.24 \scriptsize $\pm$ 0.33,87.17 \scriptsize $\pm$ 0.61,86.62 \scriptsize $\pm$ 0.20,84.75 \scriptsize $\pm$ 0.31,72.26 \scriptsize $\pm$ 1.72,85.26 \scriptsize $\pm$ 0.41,86.29 \scriptsize $\pm$ 0.17,90.63 \scriptsize $\pm$ 0.15,55.12 \scriptsize $\pm$ 1.86,83.95 \scriptsize $\pm$ 0.38,64.66 \scriptsize $\pm$ 0.37,86.90 \scriptsize $\pm$ 0.42,84.78 \scriptsize $\pm$ 1.67,90.25 \scriptsize $\pm$ 0.16,85.83 \scriptsize $\pm$ 0.26,90.67 \scriptsize $\pm$ 0.18,85.69 \scriptsize $\pm$ 0.27,90.67 \scriptsize $\pm$ 0.23,78.54 \scriptsize $\pm$ 0.59,87.66 \scriptsize $\pm$ 0.76,68.40 \scriptsize $\pm$ 0.04,70.79 \scriptsize $\pm$ 0.25,78.76 \scriptsize $\pm$ 0.28,87.74 \scriptsize $\pm$ 0.34,67.07 \scriptsize $\pm$ 0.72,65.35 \scriptsize $\pm$ 0.41,73.90 \scriptsize $\pm$ 0.84,43.68 \scriptsize $\pm$ 1.18,39.38 \scriptsize $\pm$ 1.58,24.90 \scriptsize $\pm$ 1.97,50.71 \scriptsize $\pm$ 0.07,35.71 \scriptsize $\pm$ 3.22,37.14 \scriptsize $\pm$ 3.26,35.94 \scriptsize $\pm$ 1.75,32.70 \scriptsize $\pm$ 1.71,38.64 \scriptsize $\pm$ 1.74,34.57 \scriptsize $\pm$ 2.01,36.40 \scriptsize $\pm$ 2.06,59.37 \scriptsize $\pm$ 0.58,32.03 \scriptsize $\pm$ 1.34,29.76 \scriptsize $\pm$ 1.58,34.82 \scriptsize $\pm$ 1.76,44.36 \scriptsize $\pm$ 0.56,27.19 \scriptsize $\pm$ 3.13,43.86 \scriptsize $\pm$ 0.63,96.15 \scriptsize $\pm$ 0.04,67.26 \scriptsize $\pm$ 0.46,most_distinct_script_5,xtreme_r.udpos,"[42, 66, 17, 23]","[67.51857101759474, 66.93820123358873, 66.80746297094059, 67.77969321262081]",0.0014401632967909815,0.8746919174072665,0.0028686597824048
89.11 \scriptsize $\pm$ 0.39,76.33 \scriptsize $\pm$ 1.06,89.75 \scriptsize $\pm$ 0.24,88.39 \scriptsize $\pm$ 0.13,88.84 \scriptsize $\pm$ 0.57,89.46 \scriptsize $\pm$ 0.31,88.11 \scriptsize $\pm$ 0.38,77.46 \scriptsize $\pm$ 0.51,74.52 \scriptsize $\pm$ 0.42,86.92 \scriptsize $\pm$ 0.34,86.76 \scriptsize $\pm$ 0.15,84.19 \scriptsize $\pm$ 0.51,72.58 \scriptsize $\pm$ 2.93,84.94 \scriptsize $\pm$ 0.35,86.18 \scriptsize $\pm$ 0.18,90.78 \scriptsize $\pm$ 0.16,54.67 \scriptsize $\pm$ 1.86,83.65 \scriptsize $\pm$ 0.58,64.49 \scriptsize $\pm$ 0.25,86.49 \scriptsize $\pm$ 0.43,85.66 \scriptsize $\pm$ 0.50,90.20 \scriptsize $\pm$ 0.09,85.53 \scriptsize $\pm$ 0.46,90.79 \scriptsize $\pm$ 0.28,85.24 \scriptsize $\pm$ 0.32,90.53 \scriptsize $\pm$ 0.44,78.17 \scriptsize $\pm$ 0.90,87.83 \scriptsize $\pm$ 0.41,67.52 \scriptsize $\pm$ 0.45,70.92 \scriptsize $\pm$ 0.28,78.74 \scriptsize $\pm$ 0.16,87.24 \scriptsize $\pm$ 0.46,67.63 \scriptsize $\pm$ 2.69,65.03 \scriptsize $\pm$ 0.58,73.23 \scriptsize $\pm$ 1.57,38.67 \scriptsize $\pm$ 2.79,41.29 \scriptsize $\pm$ 1.97,29.03 \scriptsize $\pm$ 1.39,50.21 \scriptsize $\pm$ 0.38,35.76 \scriptsize $\pm$ 1.74,39.00 \scriptsize $\pm$ 0.89,37.41 \scriptsize $\pm$ 0.40,32.81 \scriptsize $\pm$ 0.95,38.83 \scriptsize $\pm$ 1.39,39.60 \scriptsize $\pm$ 0.73,36.68 \scriptsize $\pm$ 0.65,58.89 \scriptsize $\pm$ 0.62,35.37 \scriptsize $\pm$ 0.90,27.44 \scriptsize $\pm$ 1.87,32.99 \scriptsize $\pm$ 0.96,44.45 \scriptsize $\pm$ 1.00,28.19 \scriptsize $\pm$ 1.30,44.15 \scriptsize $\pm$ 0.60,96.10 \scriptsize $\pm$ 0.03,67.31 \scriptsize $\pm$ 0.22,most_family_en_10,xtreme_r.udpos,"[42, 66, 17, 23]","[67.61849642216835, 67.08529812606206, 67.27623091122553, 67.26134405877653]",0.002210626175876803,0.9745693042116959,0.00022236126936824263
89.21 \scriptsize $\pm$ 0.21,76.77 \scriptsize $\pm$ 1.13,89.65 \scriptsize $\pm$ 0.28,88.08 \scriptsize $\pm$ 0.46,88.29 \scriptsize $\pm$ 0.23,89.34 \scriptsize $\pm$ 0.24,88.28 \scriptsize $\pm$ 0.15,78.27 \scriptsize $\pm$ 0.35,74.88 \scriptsize $\pm$ 0.38,87.18 \scriptsize $\pm$ 0.18,87.10 \scriptsize $\pm$ 0.20,84.33 \scriptsize $\pm$ 0.38,71.22 \scriptsize $\pm$ 1.32,85.00 \scriptsize $\pm$ 0.47,86.35 \scriptsize $\pm$ 0.17,90.78 \scriptsize $\pm$ 0.38,53.00 \scriptsize $\pm$ 2.59,83.81 \scriptsize $\pm$ 0.58,64.25 \scriptsize $\pm$ 0.75,87.03 \scriptsize $\pm$ 0.16,85.44 \scriptsize $\pm$ 0.56,90.25 \scriptsize $\pm$ 0.16,85.46 \scriptsize $\pm$ 0.52,90.81 \scriptsize $\pm$ 0.18,85.59 \scriptsize $\pm$ 0.30,90.50 \scriptsize $\pm$ 0.21,78.04 \scriptsize $\pm$ 0.75,87.21 \scriptsize $\pm$ 0.54,68.03 \scriptsize $\pm$ 0.68,71.89 \scriptsize $\pm$ 0.39,78.75 \scriptsize $\pm$ 0.33,87.27 \scriptsize $\pm$ 0.70,66.67 \scriptsize $\pm$ 0.64,65.11 \scriptsize $\pm$ 0.35,73.61 \scriptsize $\pm$ 0.40,33.65 \scriptsize $\pm$ 1.51,38.83 \scriptsize $\pm$ 1.16,25.95 \scriptsize $\pm$ 1.46,51.29 \scriptsize $\pm$ 0.17,30.15 \scriptsize $\pm$ 0.11,37.34 \scriptsize $\pm$ 2.72,34.53 \scriptsize $\pm$ 0.41,39.66 \scriptsize $\pm$ 0.88,36.92 \scriptsize $\pm$ 1.24,36.00 \scriptsize $\pm$ 0.62,35.29 \scriptsize $\pm$ 1.21,59.22 \scriptsize $\pm$ 0.28,32.00 \scriptsize $\pm$ 1.39,23.27 \scriptsize $\pm$ 1.32,32.49 \scriptsize $\pm$ 0.90,42.35 \scriptsize $\pm$ 0.83,25.03 \scriptsize $\pm$ 1.30,41.24 \scriptsize $\pm$ 0.73,96.14 \scriptsize $\pm$ 0.04,66.64 \scriptsize $\pm$ 0.10,most_family_en_20,xtreme_r.udpos,"[42, 66, 17, 23]","[66.60332880027283, 66.51971246174747, 66.74350776809898, 66.70905788882112]",0.00033577476463628723,0.06878627815881065,5.23585069298508e-05
89.19 \scriptsize $\pm$ 0.13,76.60 \scriptsize $\pm$ 0.43,89.58 \scriptsize $\pm$ 0.25,88.24 \scriptsize $\pm$ 0.33,88.68 \scriptsize $\pm$ 0.72,89.08 \scriptsize $\pm$ 0.25,88.57 \scriptsize $\pm$ 0.22,77.76 \scriptsize $\pm$ 0.90,74.83 \scriptsize $\pm$ 0.59,87.33 \scriptsize $\pm$ 0.22,86.94 \scriptsize $\pm$ 0.17,84.14 \scriptsize $\pm$ 0.27,72.15 \scriptsize $\pm$ 2.28,85.23 \scriptsize $\pm$ 0.77,86.28 \scriptsize $\pm$ 0.09,90.81 \scriptsize $\pm$ 0.25,53.77 \scriptsize $\pm$ 1.64,83.41 \scriptsize $\pm$ 0.60,64.30 \scriptsize $\pm$ 0.75,87.04 \scriptsize $\pm$ 0.18,85.81 \scriptsize $\pm$ 0.84,90.35 \scriptsize $\pm$ 0.08,85.45 \scriptsize $\pm$ 0.50,90.76 \scriptsize $\pm$ 0.27,85.28 \scriptsize $\pm$ 0.19,90.43 \scriptsize $\pm$ 0.29,77.66 \scriptsize $\pm$ 0.36,87.10 \scriptsize $\pm$ 0.57,67.92 \scriptsize $\pm$ 0.30,71.93 \scriptsize $\pm$ 0.57,78.75 \scriptsize $\pm$ 0.35,87.22 \scriptsize $\pm$ 0.36,67.95 \scriptsize $\pm$ 2.64,65.32 \scriptsize $\pm$ 0.33,73.33 \scriptsize $\pm$ 0.69,50.69 \scriptsize $\pm$ 0.66,43.48 \scriptsize $\pm$ 1.52,31.17 \scriptsize $\pm$ 0.67,51.23 \scriptsize $\pm$ 0.29,36.63 \scriptsize $\pm$ 3.27,37.70 \scriptsize $\pm$ 0.98,35.01 \scriptsize $\pm$ 1.15,38.94 \scriptsize $\pm$ 2.08,47.64 \scriptsize $\pm$ 0.79,36.51 \scriptsize $\pm$ 1.94,37.30 \scriptsize $\pm$ 1.95,59.05 \scriptsize $\pm$ 0.54,34.93 \scriptsize $\pm$ 1.04,28.72 \scriptsize $\pm$ 0.66,34.68 \scriptsize $\pm$ 1.94,42.57 \scriptsize $\pm$ 0.68,32.15 \scriptsize $\pm$ 2.83,41.50 \scriptsize $\pm$ 1.23,96.12 \scriptsize $\pm$ 0.04,67.87 \scriptsize $\pm$ 0.26,most_family_en_25,xtreme_r.udpos,"[42, 66, 17, 23]","[67.93659433143596, 68.14903291871731, 67.89798221164, 67.51287715969671]",0.01187582791467115,0.2558723915858898,0.00020788810016460752
89.01 \scriptsize $\pm$ 0.22,76.98 \scriptsize $\pm$ 1.33,89.64 \scriptsize $\pm$ 0.38,87.97 \scriptsize $\pm$ 0.41,87.82 \scriptsize $\pm$ 0.62,89.62 \scriptsize $\pm$ 0.24,87.87 \scriptsize $\pm$ 0.88,77.47 \scriptsize $\pm$ 0.99,75.53 \scriptsize $\pm$ 0.42,86.69 \scriptsize $\pm$ 0.46,86.87 \scriptsize $\pm$ 0.14,84.59 \scriptsize $\pm$ 0.68,71.73 \scriptsize $\pm$ 1.73,84.84 \scriptsize $\pm$ 0.50,86.24 \scriptsize $\pm$ 0.16,91.06 \scriptsize $\pm$ 0.32,54.20 \scriptsize $\pm$ 1.34,83.50 \scriptsize $\pm$ 0.27,64.64 \scriptsize $\pm$ 0.12,86.63 \scriptsize $\pm$ 0.22,84.04 \scriptsize $\pm$ 0.77,90.28 \scriptsize $\pm$ 0.08,85.58 \scriptsize $\pm$ 0.65,91.01 \scriptsize $\pm$ 0.09,85.35 \scriptsize $\pm$ 0.28,90.44 \scriptsize $\pm$ 0.27,77.71 \scriptsize $\pm$ 0.78,87.90 \scriptsize $\pm$ 0.46,67.52 \scriptsize $\pm$ 0.85,70.86 \scriptsize $\pm$ 0.67,78.60 \scriptsize $\pm$ 0.38,87.17 \scriptsize $\pm$ 0.45,66.44 \scriptsize $\pm$ 1.12,64.66 \scriptsize $\pm$ 0.38,73.68 \scriptsize $\pm$ 0.73,37.64 \scriptsize $\pm$ 2.59,40.36 \scriptsize $\pm$ 0.97,28.07 \scriptsize $\pm$ 1.70,50.10 \scriptsize $\pm$ 0.56,36.05 \scriptsize $\pm$ 3.14,36.80 \scriptsize $\pm$ 1.29,37.31 \scriptsize $\pm$ 1.26,32.77 \scriptsize $\pm$ 1.32,38.45 \scriptsize $\pm$ 1.31,40.13 \scriptsize $\pm$ 0.64,36.77 \scriptsize $\pm$ 1.69,58.36 \scriptsize $\pm$ 0.72,35.20 \scriptsize $\pm$ 0.65,26.97 \scriptsize $\pm$ 1.13,30.93 \scriptsize $\pm$ 1.33,47.80 \scriptsize $\pm$ 2.67,28.44 \scriptsize $\pm$ 3.00,46.61 \scriptsize $\pm$ 3.08,96.11 \scriptsize $\pm$ 0.01,67.20 \scriptsize $\pm$ 0.37,most_family_en_5,xtreme_r.udpos,"[42, 66, 17, 23]","[67.40427037612832, 66.73134475901851, 67.09937386697968, 67.57936169397807]",0.0015223471787310723,0.6494669153495624,0.0013874713294746808
89.23 \scriptsize $\pm$ 0.16,77.07 \scriptsize $\pm$ 1.11,89.86 \scriptsize $\pm$ 0.32,88.43 \scriptsize $\pm$ 0.15,88.27 \scriptsize $\pm$ 0.21,89.87 \scriptsize $\pm$ 0.18,88.48 \scriptsize $\pm$ 0.44,76.96 \scriptsize $\pm$ 0.97,75.48 \scriptsize $\pm$ 0.19,87.26 \scriptsize $\pm$ 0.36,87.26 \scriptsize $\pm$ 0.15,84.97 \scriptsize $\pm$ 0.18,72.70 \scriptsize $\pm$ 2.37,85.59 \scriptsize $\pm$ 0.24,86.39 \scriptsize $\pm$ 0.11,91.07 \scriptsize $\pm$ 0.19,53.66 \scriptsize $\pm$ 0.34,83.25 \scriptsize $\pm$ 0.26,65.06 \scriptsize $\pm$ 0.31,87.08 \scriptsize $\pm$ 0.23,85.00 \scriptsize $\pm$ 1.05,90.30 \scriptsize $\pm$ 0.11,85.95 \scriptsize $\pm$ 0.28,91.19 \scriptsize $\pm$ 0.06,85.71 \scriptsize $\pm$ 0.15,90.68 \scriptsize $\pm$ 0.19,78.11 \scriptsize $\pm$ 0.30,86.48 \scriptsize $\pm$ 0.80,68.66 \scriptsize $\pm$ 0.24,72.69 \scriptsize $\pm$ 0.54,78.73 \scriptsize $\pm$ 0.11,87.75 \scriptsize $\pm$ 0.38,68.46 \scriptsize $\pm$ 3.20,65.23 \scriptsize $\pm$ 0.49,74.19 \scriptsize $\pm$ 1.36,38.59 \scriptsize $\pm$ 2.75,43.14 \scriptsize $\pm$ 0.56,35.35 \scriptsize $\pm$ 1.33,49.38 \scriptsize $\pm$ 0.21,33.84 \scriptsize $\pm$ 2.65,42.89 \scriptsize $\pm$ 1.75,43.21 \scriptsize $\pm$ 0.52,34.87 \scriptsize $\pm$ 0.84,40.34 \scriptsize $\pm$ 1.24,41.50 \scriptsize $\pm$ 0.32,44.38 \scriptsize $\pm$ 0.70,58.56 \scriptsize $\pm$ 0.37,35.23 \scriptsize $\pm$ 1.07,34.95 \scriptsize $\pm$ 2.20,34.29 \scriptsize $\pm$ 0.96,43.05 \scriptsize $\pm$ 0.53,28.02 \scriptsize $\pm$ 2.10,43.36 \scriptsize $\pm$ 1.18,96.11 \scriptsize $\pm$ 0.05,68.11 \scriptsize $\pm$ 0.15,most_same_script_10,xtreme_r.udpos,"[42, 66, 17, 23]","[68.06882693403207, 68.11339030091187, 67.95235551524843, 68.32095831490557]",0.00019124304284258735,0.08283796421206224,0.0012832814627372821
88.98 \scriptsize $\pm$ 0.13,76.87 \scriptsize $\pm$ 0.76,89.37 \scriptsize $\pm$ 0.18,88.64 \scriptsize $\pm$ 0.30,88.69 \scriptsize $\pm$ 0.81,89.10 \scriptsize $\pm$ 0.22,88.20 \scriptsize $\pm$ 0.33,77.96 \scriptsize $\pm$ 0.42,76.24 \scriptsize $\pm$ 0.51,87.14 \scriptsize $\pm$ 0.33,87.12 \scriptsize $\pm$ 0.49,84.21 \scriptsize $\pm$ 0.65,73.17 \scriptsize $\pm$ 0.66,84.88 \scriptsize $\pm$ 0.50,86.33 \scriptsize $\pm$ 0.38,90.45 \scriptsize $\pm$ 0.28,54.12 \scriptsize $\pm$ 0.88,82.28 \scriptsize $\pm$ 0.61,65.01 \scriptsize $\pm$ 0.32,86.61 \scriptsize $\pm$ 0.46,84.04 \scriptsize $\pm$ 1.35,90.33 \scriptsize $\pm$ 0.20,85.20 \scriptsize $\pm$ 0.84,90.52 \scriptsize $\pm$ 0.32,85.71 \scriptsize $\pm$ 0.25,90.48 \scriptsize $\pm$ 0.34,77.81 \scriptsize $\pm$ 0.50,86.20 \scriptsize $\pm$ 0.76,68.65 \scriptsize $\pm$ 0.47,72.02 \scriptsize $\pm$ 0.16,78.79 \scriptsize $\pm$ 0.30,87.22 \scriptsize $\pm$ 0.48,67.79 \scriptsize $\pm$ 0.65,65.60 \scriptsize $\pm$ 0.35,74.65 \scriptsize $\pm$ 0.77,51.71 \scriptsize $\pm$ 2.56,42.32 \scriptsize $\pm$ 0.61,30.59 \scriptsize $\pm$ 1.70,51.23 \scriptsize $\pm$ 0.21,33.19 \scriptsize $\pm$ 1.62,37.97 \scriptsize $\pm$ 0.77,35.72 \scriptsize $\pm$ 0.69,37.56 \scriptsize $\pm$ 2.46,39.70 \scriptsize $\pm$ 1.25,36.21 \scriptsize $\pm$ 0.76,37.71 \scriptsize $\pm$ 1.57,59.18 \scriptsize $\pm$ 0.44,32.49 \scriptsize $\pm$ 1.26,28.42 \scriptsize $\pm$ 0.62,43.20 \scriptsize $\pm$ 0.75,42.17 \scriptsize $\pm$ 1.59,30.24 \scriptsize $\pm$ 1.22,42.29 \scriptsize $\pm$ 2.11,96.13 \scriptsize $\pm$ 0.03,67.75 \scriptsize $\pm$ 0.09,most_same_script_20,xtreme_r.udpos,"[42, 66, 17, 23]","[67.67239133477041, 67.77953594763551, 67.68713824791975, 67.85773516946999]",0.00046344642831985583,0.24956943469903475,0.0003345319534025999
